word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
amaranth,AE,M,ER,AE,N,TH,,,,,,,,,,,,
amaretto,AE,M,AH,R,EH,T,OW,,,,,,,,,,,
amaryllis,AE,M,ER,IH,L,IH,S,,,,,,,,,,,
amassment,AH,M,AE,S,M,AH,N,T,,,,,,,,,,
amateurism,AE,M,AH,CH,ER,IH,Z,AH,M,,,,,,,,,
amazement,AH,M,EY,Z,M,AH,N,T,,,,,,,,,,
ambassador,AE,M,B,AE,S,AH,D,ER,,,,,,,,,,
ambassadorship,AE,M,B,AE,S,AH,D,ER,SH,IH,P,,,,,,,
amber,AE,M,B,ER,,,,,,,,,,,,,,
ambergris,AE,M,B,ER,G,R,IH,S,,,,,,,,,,
ambiance,AE,M,B,IY,AH,N,S,,,,,,,,,,,
ambience,AE,M,B,IY,AH,N,S,,,,,,,,,,,
ambiguities,AE,M,B,AH,G,Y,UW,AH,T,IY,Z,,,,,,,
ambition,AE,M,B,IH,SH,AH,N,,,,,,,,,,,
ambivalence,AE,M,B,IH,V,AH,L,AH,N,S,,,,,,,,
ambrosia,AE,M,B,R,OW,ZH,AH,,,,,,,,,,,
ambulance,AE,M,B,Y,AH,L,AH,N,S,,,,,,,,,
ambush,AE,M,B,UH,SH,,,,,,,,,,,,,
amebas,AE,M,AH,B,AH,Z,,,,,,,,,,,,
amelioration,AH,M,IY,L,Y,ER,EY,SH,AH,N,,,,,,,,
amendment,AH,M,EH,N,D,M,AH,N,T,,,,,,,,,
amethyst,AE,M,IH,TH,IH,S,T,,,,,,,,,,,
amiability,EY,M,IY,AH,B,IH,L,AH,T,IY,,,,,,,,
amice,AH,M,AY,S,,,,,,,,,,,,,,
amicus,AH,M,IY,K,AH,S,,,,,,,,,,,,
amino,AH,M,IY,N,OW,,,,,,,,,,,,,
amity,AE,M,IH,T,IY,,,,,,,,,,,,,
ammeter,AE,M,IY,T,ER,,,,,,,,,,,,,
ammo,AE,M,OW,,,,,,,,,,,,,,,
ammonia,AH,M,OW,N,Y,AH,,,,,,,,,,,,
ammonium,AH,M,OW,N,IY,AH,M,,,,,,,,,,,
ammunition,AE,M,Y,AH,N,IH,SH,AH,N,,,,,,,,,
amnesia,AE,M,N,IY,ZH,AH,,,,,,,,,,,,
amnesiacs,AE,M,N,IY,S,IY,AH,S,,,,,,,,,,
amnesty,AE,M,N,AH,S,T,IY,,,,,,,,,,,
amniocentesis,AE,M,N,IY,OW,S,EH,N,T,IY,S,IH,S,,,,,
amoeba,AH,M,IY,B,AH,,,,,,,,,,,,,
amontillado,AE,M,AH,N,T,IH,L,AH,D,OW,,,,,,,,
amorality,EY,M,AH,R,AE,L,AH,T,IY,,,,,,,,,
amortization,AE,M,ER,T,IH,Z,EY,SH,AH,N,,,,,,,,
amount,AH,M,AW,N,T,,,,,,,,,,,,,
amour,AA,M,UW,R,,,,,,,,,,,,,,
amp,AE,M,P,,,,,,,,,,,,,,,
amperage,AE,M,P,ER,IH,JH,,,,,,,,,,,,
ampersand,AE,M,P,ER,S,AE,N,D,,,,,,,,,,
amphetamine,AE,M,F,EH,T,AH,M,IY,N,,,,,,,,,
amphibian,AE,M,F,IH,B,IY,AH,N,,,,,,,,,,
amphitheater,AE,M,F,AH,TH,IY,EY,T,ER,,,,,,,,,
amphitheatre,AE,M,F,AH,TH,IY,EY,T,ER,,,,,,,,,
amphora,AE,M,F,ER,AH,,,,,,,,,,,,,
amplification,AE,M,P,L,AH,F,AH,K,EY,SH,AH,N,,,,,,
amplifier,AE,M,P,L,AH,F,AY,ER,,,,,,,,,,
amplitude,AE,M,P,L,AH,T,UW,D,,,,,,,,,,
amps,AE,M,P,S,,,,,,,,,,,,,,
amputation,AE,M,P,Y,AH,T,EY,SH,AH,N,,,,,,,,
amputee,AE,M,P,Y,AH,T,IY,,,,,,,,,,,
amuck,AH,M,AH,K,,,,,,,,,,,,,,
amulet,AE,M,Y,AH,L,AH,T,,,,,,,,,,,
amusement,AH,M,Y,UW,Z,M,AH,N,T,,,,,,,,,
amyl,AE,M,AH,L,,,,,,,,,,,,,,
amylase,AE,M,AH,L,EY,Z,,,,,,,,,,,,
anachronism,AH,N,AE,K,R,AH,N,IH,Z,AH,M,,,,,,,
anaconda,AE,N,AH,K,AA,N,D,AH,,,,,,,,,,
anagram,AE,N,AH,G,R,AE,M,,,,,,,,,,,
analgesia,AE,N,AH,L,JH,IY,ZH,IY,AH,,,,,,,,,
analgesic,AE,N,AH,L,JH,IY,S,IH,K,,,,,,,,,
analog,AE,N,AH,L,AO,G,,,,,,,,,,,,
analogues,AE,N,AH,L,AO,G,Z,,,,,,,,,,,
analyses,AE,N,AE,L,IH,S,IY,Z,,,,,,,,,,
analysis,AE,N,AE,L,IH,S,IH,S,,,,,,,,,,
analyst,AE,N,AH,L,IH,S,T,,,,,,,,,,,
analyzer,AE,N,AH,L,AY,Z,ER,,,,,,,,,,,
anaphylaxis,AE,N,AH,F,AH,L,AE,K,S,IH,S,,,,,,,
anarchism,AE,N,AA,R,K,IH,Z,AH,M,,,,,,,,,
anarchist,AE,N,ER,K,IH,S,T,,,,,,,,,,,
anarchy,AE,N,ER,K,IY,,,,,,,,,,,,,
anathema,AH,N,AE,TH,AH,M,AH,,,,,,,,,,,
anatomies,AH,N,AE,T,AH,M,IY,Z,,,,,,,,,,
anatomist,AH,N,AE,T,AH,M,IH,S,T,,,,,,,,,
ancestor,AE,N,S,EH,S,T,ER,,,,,,,,,,,
ancestry,AE,N,S,EH,S,T,R,IY,,,,,,,,,,
anchor,AE,NG,K,ER,,,,,,,,,,,,,,
anchorage,AE,NG,K,AH,R,IH,JH,,,,,,,,,,,
anchorman,AE,NG,K,ER,M,AE,N,,,,,,,,,,,
anchormen,AE,NG,K,ER,M,EH,N,,,,,,,,,,,
anchorwoman,AE,NG,K,ER,W,UH,M,AH,N,,,,,,,,,
anchovies,AE,N,CH,OW,V,IY,Z,,,,,,,,,,,
ancients,EY,N,CH,AH,N,T,S,,,,,,,,,,,
andiron,AE,N,D,AY,ER,N,,,,,,,,,,,,
androgyny,AE,N,D,R,AO,JH,AH,N,IY,,,,,,,,,
android,AE,N,D,R,OY,D,,,,,,,,,,,,
ands,AE,N,D,Z,,,,,,,,,,,,,,
anecdote,AE,N,IH,K,D,OW,T,,,,,,,,,,,
anemia,AH,N,IY,M,IY,AH,,,,,,,,,,,,
anemone,AE,N,IH,M,OW,N,,,,,,,,,,,,
aneroid,AE,N,AH,R,OY,D,,,,,,,,,,,,
anesthesia,AE,N,IH,S,TH,IY,ZH,IY,AH,,,,,,,,,
anesthesiologist,AE,N,AH,S,TH,IY,Z,IY,AA,L,AH,JH,IH,S,T,,,
anesthetics,AE,N,AH,S,TH,EH,T,IH,K,S,,,,,,,,
anesthetist,AH,N,EH,S,TH,EH,T,IH,S,T,,,,,,,,
aneurism,AE,N,Y,UH,R,IH,Z,AH,M,,,,,,,,,
aneurysm,EY,N,Y,UW,R,AH,Z,AH,M,,,,,,,,,
angel,EY,N,JH,AH,L,,,,,,,,,,,,,
angelfish,EY,N,JH,AH,L,F,IH,SH,,,,,,,,,,
anger,AE,NG,G,ER,,,,,,,,,,,,,,
angina,AE,N,JH,AY,N,AH,,,,,,,,,,,,
angiogram,AE,N,JH,IY,OW,G,R,AE,M,,,,,,,,,
angiography,AE,N,JH,IY,AA,G,R,AH,F,IY,,,,,,,,
angioplasty,AE,N,JH,IY,AH,P,L,AE,S,T,IY,,,,,,,
angle,AE,NG,G,AH,L,,,,,,,,,,,,,
angler,AE,NG,G,L,ER,,,,,,,,,,,,,
angleworm,AE,NG,G,AH,L,W,ER,M,,,,,,,,,,
anglophile,AE,N,G,L,AH,F,AY,L,,,,,,,,,,
angora,AE,NG,G,AO,R,AH,,,,,,,,,,,,
angst,AA,NG,K,S,T,,,,,,,,,,,,,
anguish,AE,NG,G,W,IH,SH,,,,,,,,,,,,
anhydride,AE,N,HH,AY,D,R,IH,D,,,,,,,,,,
aniline,AE,N,AH,L,IY,N,,,,,,,,,,,,
animal,AE,N,AH,M,AH,L,,,,,,,,,,,,
animosity,AE,N,AH,M,AA,S,AH,T,IY,,,,,,,,,
animus,AE,N,IH,M,AH,S,,,,,,,,,,,,
anion,AE,N,AY,AH,N,,,,,,,,,,,,,
anise,AE,N,AH,S,,,,,,,,,,,,,,
anisette,AE,N,AH,S,EH,T,,,,,,,,,,,,
ankh,AE,N,K,,,,,,,,,,,,,,,
ankle,AE,NG,K,AH,L,,,,,,,,,,,,,
anklebone,AE,NG,K,AH,L,B,OW,N,,,,,,,,,,
anklet,AE,NG,K,L,IH,T,,,,,,,,,,,,
annals,AE,N,AH,L,Z,,,,,,,,,,,,,
annatto,AE,N,AE,T,OW,,,,,,,,,,,,,
annex,AE,N,EH,K,S,,,,,,,,,,,,,
annihilation,AH,N,AY,AH,L,EY,SH,AH,N,,,,,,,,,
anniversaries,AE,N,AH,V,ER,S,ER,IY,Z,,,,,,,,,
announcement,AH,N,AW,N,S,M,EH,N,T,,,,,,,,,
annoyance,AH,N,OY,AH,N,S,,,,,,,,,,,,
annuals,AE,N,UW,AH,L,Z,,,,,,,,,,,,
annuities,AH,N,UW,IH,T,IY,Z,,,,,,,,,,,
annulment,AE,N,AH,L,M,AH,N,T,,,,,,,,,,
annunciation,AH,N,AH,N,S,IY,EY,SH,AH,N,,,,,,,,
anode,AE,N,OW,D,,,,,,,,,,,,,,
anomalies,AH,N,AA,M,AH,L,IY,Z,,,,,,,,,,
anonymity,AE,N,AH,N,IH,M,IH,T,IY,,,,,,,,,
anorexia,AE,N,ER,EH,K,S,IY,AH,,,,,,,,,,
anorexics,AE,N,ER,EH,K,S,IH,K,S,,,,,,,,,
anoxia,AH,N,AA,K,S,IY,AH,,,,,,,,,,,
answers,AE,N,S,ER,Z,,,,,,,,,,,,,
ant,AE,N,T,,,,,,,,,,,,,,,
antacid,AE,N,T,AE,S,AH,D,,,,,,,,,,,
antagonism,AE,N,T,AE,G,AH,N,IH,Z,AH,M,,,,,,,
antagonist,AE,N,T,AE,G,AH,N,AH,S,T,,,,,,,,
anteater,AE,N,T,IY,T,ER,,,,,,,,,,,,
antebellum,AE,N,T,IH,B,EH,L,AH,M,,,,,,,,,
antecedents,AE,N,T,IH,S,IY,D,AH,N,T,S,,,,,,,
antechamber,AE,N,T,AH,K,AE,M,AH,R,,,,,,,,,
antelope,AE,N,T,AH,L,OW,P,,,,,,,,,,,
antenna,AE,N,T,EH,N,AH,,,,,,,,,,,,
anteroom,AE,N,T,AH,R,UW,M,,,,,,,,,,,
anthem,AE,N,TH,AH,M,,,,,,,,,,,,,
anther,AE,N,DH,AH,R,,,,,,,,,,,,,
anthill,AE,N,T,HH,IH,L,,,,,,,,,,,,
anthologies,AE,N,TH,AO,L,AH,JH,IY,Z,,,,,,,,,
anthracite,AE,N,TH,R,AH,S,AY,T,,,,,,,,,,
anthrax,AE,N,TH,R,AE,K,S,,,,,,,,,,,
anthropoid,AE,N,TH,R,AH,P,OY,D,,,,,,,,,,
anthropologist,AE,N,TH,R,AH,P,AA,L,AH,JH,IH,S,T,,,,,
anthropology,AE,N,TH,R,AH,P,AA,L,AH,JH,IY,,,,,,,
antiaircraft,AE,N,T,AY,EH,R,K,R,AE,F,T,,,,,,,
antibiotic,AE,N,T,IY,B,AY,AA,T,IH,K,,,,,,,,
antibodies,AE,N,T,IH,B,AA,D,IY,Z,,,,,,,,,
antichrist,AE,N,T,IH,K,R,AH,S,T,,,,,,,,,
anticipation,AE,N,T,IH,S,AH,P,EY,SH,AH,N,,,,,,,
anticlimax,AE,N,T,AY,K,L,AY,M,AE,K,S,,,,,,,
anticline,AE,N,T,IH,K,L,AY,N,,,,,,,,,,
anticoagulant,AE,N,T,AY,K,OW,AE,G,Y,AH,L,AH,N,T,,,,
anticommunism,AE,N,T,AY,K,AH,M,Y,UW,N,IH,Z,AH,M,,,,
anticommunist,AE,N,T,IY,K,AA,M,Y,AH,N,IH,S,T,,,,,
antics,AE,N,T,IH,K,S,,,,,,,,,,,,
antidepressant,AE,N,T,IY,D,IH,P,R,EH,S,AH,N,T,,,,,
antidote,AE,N,T,IH,D,OW,T,,,,,,,,,,,
antiestablishment,AE,N,T,AY,IH,S,T,AE,B,L,IH,SH,M,AH,N,T,,
antifascist,AE,N,T,AY,F,AE,SH,AH,S,T,,,,,,,,
antifeminist,AE,N,T,AY,F,EH,M,AH,N,AH,S,T,,,,,,
antifreeze,AE,N,T,IY,F,R,IY,Z,,,,,,,,,,
antigen,AE,N,T,AH,JH,AH,N,,,,,,,,,,,
antigovernment,AE,N,T,IY,G,AH,V,ER,M,AH,N,T,,,,,,
antigravity,AE,N,T,AY,G,R,AE,V,AH,T,IY,,,,,,,
antigun,AE,N,T,AY,G,AH,N,,,,,,,,,,,
antihistamine,AE,N,T,IY,HH,IH,S,T,AH,M,AH,N,,,,,,
antihuman,AE,N,T,AY,HH,Y,UW,M,AH,N,,,,,,,,
antimatter,AE,T,AY,M,AE,T,ER,,,,,,,,,,,
antimony,AE,N,T,IH,M,AO,N,IY,,,,,,,,,,
antioxidant,AE,N,T,IY,AA,K,S,AH,D,AH,N,T,,,,,,
antipasto,AE,N,T,AH,P,AE,S,T,OW,,,,,,,,,
antipathy,AE,N,T,IH,P,AH,TH,IY,,,,,,,,,,
antiperspirant,AE,N,T,AY,P,ER,S,P,AY,R,AH,N,T,,,,,
antiquarian,AE,N,T,AH,K,W,EH,R,IY,AH,N,,,,,,,
antiques,AE,N,T,IY,K,S,,,,,,,,,,,,
antiseptics,AE,N,T,AH,S,EH,P,T,IH,K,S,,,,,,,
antiserum,AE,N,T,IH,S,IH,R,AH,M,,,,,,,,,
antithesis,AE,N,T,IH,TH,AH,S,AH,S,,,,,,,,,
antitoxin,AE,N,T,IY,T,AA,K,S,AH,N,,,,,,,,
antitrust,AE,N,T,AY,T,R,AH,S,T,,,,,,,,,
antivenin,AE,N,T,IH,V,AH,N,IH,N,,,,,,,,,
antivirus,AE,N,T,AY,V,AY,R,AH,S,,,,,,,,,
antivivisection,AE,N,T,AH,V,IH,V,AH,S,EH,K,AH,N,,,,,
antivivisectionist,AE,N,T,AH,V,IH,V,AH,S,EH,K,T,IY,AH,N,AH,S,T
antiwar,AE,N,T,AY,W,AO,R,,,,,,,,,,,
antler,AE,N,T,L,ER,,,,,,,,,,,,,
antlers,AE,N,T,L,ER,Z,,,,,,,,,,,,
antsy,AE,N,T,S,IY,,,,,,,,,,,,,
anus,EY,N,AH,S,,,,,,,,,,,,,,
anuses,AE,N,Y,UW,Z,AH,Z,,,,,,,,,,,
anvil,AE,N,V,AH,L,,,,,,,,,,,,,
anxiety,AE,NG,Z,AY,AH,T,IY,,,,,,,,,,,
anybodies,EH,N,IY,B,AA,D,IY,Z,,,,,,,,,,
anytime,EH,N,IY,T,AY,M,,,,,,,,,,,,
anyways,EH,N,IY,W,EY,Z,,,,,,,,,,,,
aorta,EY,AO,R,T,AH,,,,,,,,,,,,,
apaches,AH,P,AE,CH,IY,Z,,,,,,,,,,,,
apartheid,AH,P,AA,R,T,AY,T,,,,,,,,,,,
apartment,AH,P,AA,R,T,M,AH,N,T,,,,,,,,,
apathy,AE,P,AH,TH,IY,,,,,,,,,,,,,
apatite,AE,P,AH,T,AY,T,,,,,,,,,,,,
ape,EY,P,,,,,,,,,,,,,,,,
aperitif,AH,P,EH,R,AH,T,IY,F,,,,,,,,,,
aperture,AE,P,ER,CH,ER,,,,,,,,,,,,,
apex,EY,P,EH,K,S,,,,,,,,,,,,,
aphasia,AH,F,EY,ZH,AH,,,,,,,,,,,,,
aphid,AE,F,IH,D,,,,,,,,,,,,,,
aphis,AE,F,AH,S,,,,,,,,,,,,,,
aphorism,AE,F,ER,IH,Z,AH,M,,,,,,,,,,,
aphrodisiac,AE,F,R,OW,D,IY,Z,IY,AE,K,,,,,,,,
apiary,AH,P,AY,EH,R,IY,,,,,,,,,,,,
apices,EY,P,IH,K,S,IH,Z,,,,,,,,,,,
aplenty,AH,P,L,EH,N,T,IY,,,,,,,,,,,
aplomb,AH,P,L,AA,M,,,,,,,,,,,,,
apnea,AE,P,N,IY,AH,,,,,,,,,,,,,
apocalypse,AH,P,AA,K,AH,L,IH,P,S,,,,,,,,,
apogee,AE,P,AH,JH,IY,,,,,,,,,,,,,
apologia,AE,P,AH,L,OW,JH,IY,AH,,,,,,,,,,
apologist,AH,P,AA,L,AH,JH,IH,S,T,,,,,,,,,
apology,AH,P,AA,L,AH,JH,IY,,,,,,,,,,,
apoplexy,AE,P,AH,P,L,EH,K,S,IY,,,,,,,,,
apostate,AH,P,AO,S,T,EY,T,,,,,,,,,,,
apostle,AH,P,AO,S,AH,L,,,,,,,,,,,,
apostolate,AH,P,AA,S,T,AH,L,EY,T,,,,,,,,,
apostrophe,AH,P,AA,S,T,R,AH,F,IY,,,,,,,,,
apothecaries,AH,P,AA,TH,AH,K,EH,R,IY,Z,,,,,,,,
apotheosis,AH,P,AA,TH,IY,OW,S,AH,S,,,,,,,,,
app,AE,P,,,,,,,,,,,,,,,,
appaloosa,AE,P,AH,L,UW,S,AH,,,,,,,,,,,
apparatchik,AE,P,ER,AE,CH,IH,K,,,,,,,,,,,
apparatus,AE,P,ER,AE,T,AH,S,,,,,,,,,,,
apparatuses,AE,P,ER,AE,T,AH,S,AH,Z,,,,,,,,,
apparel,AH,P,AE,R,AH,L,,,,,,,,,,,,
apparition,AE,P,ER,IH,SH,AH,N,,,,,,,,,,,
appeal,AH,P,IY,L,,,,,,,,,,,,,,
appearance,AH,P,IH,R,AH,N,S,,,,,,,,,,,
appeasement,AH,P,IY,Z,M,AH,N,T,,,,,,,,,,
appellant,AH,P,EH,L,AH,N,T,,,,,,,,,,,
appendage,AH,P,EH,N,D,IH,JH,,,,,,,,,,,
appendectomies,AE,P,AH,N,D,EH,K,T,AH,M,IY,Z,,,,,,
appendices,AH,P,EH,N,D,IH,K,S,IH,Z,,,,,,,,
appendicitis,AH,P,EH,N,D,IH,S,AY,T,IH,Z,,,,,,,
appendix,AH,P,EH,N,D,IH,K,S,,,,,,,,,,
apperception,AE,P,AH,R,S,EH,P,AH,N,,,,,,,,,
appetite,AE,P,AH,T,AY,T,,,,,,,,,,,,
appetizer,AE,P,AH,T,AY,Z,ER,,,,,,,,,,,
applause,AH,P,L,AO,Z,,,,,,,,,,,,,
apple,AE,P,AH,L,,,,,,,,,,,,,,
applecart,AE,P,AH,L,K,AA,R,T,,,,,,,,,,
applejack,AE,P,AH,L,JH,AE,K,,,,,,,,,,,
applesauce,AE,P,AH,L,S,AO,S,,,,,,,,,,,
appletree,AE,P,AH,L,T,R,IY,,,,,,,,,,,
appliance,AH,P,L,AY,AH,N,S,,,,,,,,,,,
applicability,AE,P,L,AH,K,AH,B,IH,L,AH,T,IY,,,,,,
appointee,AH,P,OY,N,T,IY,,,,,,,,,,,,
appointment,AH,P,OY,N,T,M,AH,N,T,,,,,,,,,
appraisal,AH,P,R,EY,Z,AH,L,,,,,,,,,,,
appreciation,AH,P,R,IY,SH,IY,EY,SH,AH,N,,,,,,,,
apprehensibility,AE,P,R,IH,HH,EH,N,S,AH,B,IH,L,AH,T,IY,,,
apprentice,AH,P,R,EH,N,T,AH,S,,,,,,,,,,
apprenticeship,AH,P,R,EH,N,T,AH,S,SH,IH,P,,,,,,,
approach,AH,P,R,OW,CH,,,,,,,,,,,,,
approbation,AE,P,R,AH,B,EY,SH,AH,N,,,,,,,,,
appropriateness,AH,P,R,OW,P,R,IY,AH,T,N,AH,S,,,,,,
approval,AH,P,R,UW,V,AH,L,,,,,,,,,,,
approximation,AH,P,R,AA,K,S,AH,M,EY,SH,AH,N,,,,,,
apricot,EY,P,R,AH,K,AA,T,,,,,,,,,,,
apriority,AH,P,R,AY,AO,R,AH,T,IY,,,,,,,,,
apron,EY,P,R,AH,N,,,,,,,,,,,,,
aptitude,AE,P,T,AH,T,UW,D,,,,,,,,,,,
aqualung,AE,K,W,AH,L,AH,NG,,,,,,,,,,,
aquarium,AH,K,W,EH,R,IY,AH,M,,,,,,,,,,
aquatics,AE,K,W,AH,T,AH,S,Z,,,,,,,,,,
aquavit,AE,K,W,AH,V,AH,T,,,,,,,,,,,
aqueduct,AE,K,W,AH,D,AH,K,T,,,,,,,,,,
aquifer,AE,K,W,AH,F,ER,,,,,,,,,,,,
arachnids,AH,R,AE,K,N,IH,D,Z,,,,,,,,,,
arachnophobia,AH,R,AE,K,N,AH,F,OW,B,IY,AH,,,,,,,
aragonite,AH,R,AE,G,AH,N,AY,T,,,,,,,,,,
arbiter,AA,R,B,IH,T,ER,,,,,,,,,,,,
arbitrage,AA,R,B,IH,T,R,AA,ZH,,,,,,,,,,
arbitration,AA,R,B,IH,T,R,EY,SH,AH,N,,,,,,,,
arboretum,AA,R,B,ER,IY,T,AH,M,,,,,,,,,,
arborist,AA,R,B,ER,IH,S,T,,,,,,,,,,,
arbors,AA,R,B,ER,Z,,,,,,,,,,,,,
arcade,AA,R,K,EY,D,,,,,,,,,,,,,
arch,AA,R,CH,,,,,,,,,,,,,,,
archaeologist,AA,R,K,IY,AA,L,AH,JH,IH,S,T,,,,,,,
archaeology,AA,R,K,IY,AA,L,AH,JH,IY,,,,,,,,,
archaeopteryx,AA,R,K,IY,AA,P,T,AH,R,AH,K,S,,,,,,
archaism,AA,R,K,EY,IH,Z,AH,M,,,,,,,,,,
archangel,AA,R,K,EY,N,JH,AH,L,,,,,,,,,,
archbishop,AA,R,CH,B,IH,SH,AH,P,,,,,,,,,,
archdeacon,AA,R,CH,D,IY,K,AH,N,,,,,,,,,,
archdiocese,AA,R,CH,D,AY,AH,S,AH,S,,,,,,,,,
archduchess,AA,R,CH,D,AH,CH,AH,S,,,,,,,,,,
archduke,AA,R,CH,D,UW,K,,,,,,,,,,,,
archenemy,AA,R,CH,EH,N,AH,M,IY,,,,,,,,,,
archeologist,AA,R,K,IY,AA,L,AH,JH,AH,S,T,,,,,,,
archeology,AA,R,K,IY,AA,L,AH,JH,IY,,,,,,,,,
archers,AA,R,CH,ER,Z,,,,,,,,,,,,,
archery,AA,R,CH,ER,IY,,,,,,,,,,,,,
archetype,AA,R,K,IH,T,AY,P,,,,,,,,,,,
archipelago,AA,R,K,AH,P,EH,L,AH,G,OW,,,,,,,,
architect,AA,R,K,AH,T,EH,K,T,,,,,,,,,,
architecture,AA,R,K,AH,T,EH,K,CH,ER,,,,,,,,,
architrave,AA,R,K,AH,T,R,EY,V,,,,,,,,,,
archive,AA,R,K,AY,V,,,,,,,,,,,,,
archivist,AA,R,K,AY,V,IH,S,T,,,,,,,,,,
archway,AA,R,CH,W,EY,,,,,,,,,,,,,
arcs,AA,R,K,S,,,,,,,,,,,,,,
arcsine,AA,R,K,S,AY,N,,,,,,,,,,,,
ardency,AA,R,D,AH,N,S,IY,,,,,,,,,,,
ardor,AA,R,D,ER,,,,,,,,,,,,,,
area,EH,R,IY,AH,,,,,,,,,,,,,,
arena,ER,IY,N,AH,,,,,,,,,,,,,,
areola,AH,R,IY,AH,L,AH,,,,,,,,,,,,
argent,AA,R,JH,IH,N,T,,,,,,,,,,,,
argentines,AA,R,JH,AH,N,T,IY,N,Z,,,,,,,,,
argon,AA,R,G,AA,N,,,,,,,,,,,,,
argosies,AA,R,G,AH,S,AY,Z,,,,,,,,,,,
argot,AA,R,G,AH,T,,,,,,,,,,,,,
argument,AA,R,G,Y,AH,M,AH,N,T,,,,,,,,,
aria,AA,R,IY,AH,,,,,,,,,,,,,,
aridity,AH,R,IH,D,AH,T,IY,,,,,,,,,,,
arioso,AH,R,IY,AH,S,OW,,,,,,,,,,,,
aristocracy,EH,R,AH,S,T,AA,K,R,AH,S,IY,,,,,,,
aristocrat,ER,IH,S,T,AH,K,R,AE,T,,,,,,,,,
arithmetic,EH,R,IH,TH,M,EH,T,IH,K,,,,,,,,,
ark,AA,R,K,,,,,,,,,,,,,,,
arm,AA,R,M,,,,,,,,,,,,,,,
armada,AA,R,M,AA,D,AH,,,,,,,,,,,,
armadillos,AA,R,M,AH,D,IH,L,OW,Z,,,,,,,,,
armament,AA,R,M,AH,M,AH,N,T,,,,,,,,,,
armature,AA,R,M,AH,CH,ER,,,,,,,,,,,,
armband,AA,R,M,B,AE,N,D,,,,,,,,,,,
armchair,AA,R,M,CH,EH,R,,,,,,,,,,,,
armistice,AA,R,M,AH,S,T,AH,S,,,,,,,,,,
armload,AA,R,M,L,OW,D,,,,,,,,,,,,
armoire,AA,M,W,AA,R,,,,,,,,,,,,,
armor,AA,R,M,ER,,,,,,,,,,,,,,
armory,AA,R,M,ER,IY,,,,,,,,,,,,,
armpit,AA,R,M,P,IH,T,,,,,,,,,,,,
armrests,AA,R,M,R,EH,S,T,S,,,,,,,,,,
army,AA,R,M,IY,,,,,,,,,,,,,,
aroma,ER,OW,M,AH,,,,,,,,,,,,,,
aromatherapy,AH,R,OW,M,AH,TH,ER,AH,P,IY,,,,,,,,
arousal,ER,AW,Z,AH,L,,,,,,,,,,,,,
arpeggio,AA,R,P,EH,JH,IY,OW,,,,,,,,,,,
arraignment,ER,EY,N,M,AH,N,T,,,,,,,,,,,
arrangement,ER,EY,N,JH,M,AH,N,T,,,,,,,,,,
array,ER,EY,,,,,,,,,,,,,,,,
arrears,ER,IH,R,Z,,,,,,,,,,,,,,
arrest,ER,EH,S,T,,,,,,,,,,,,,,
arrestee,AH,R,EH,S,T,IY,,,,,,,,,,,,
arrhythmia,ER,IH,DH,M,IY,AH,,,,,,,,,,,,
arrival,ER,AY,V,AH,L,,,,,,,,,,,,,
arrogance,EH,R,AH,G,AH,N,S,,,,,,,,,,,
arrow,AE,R,OW,,,,,,,,,,,,,,,
arrowroot,EH,R,OW,R,UW,T,,,,,,,,,,,,
arsenal,AA,R,S,AH,N,AH,L,,,,,,,,,,,
arson,AA,R,S,AH,N,,,,,,,,,,,,,
arsonist,AA,R,S,AH,N,AH,S,T,,,,,,,,,,
art,AA,R,T,,,,,,,,,,,,,,,
arteries,AA,R,T,ER,IY,Z,,,,,,,,,,,,
arteriogram,AA,R,T,IY,R,IY,AA,G,R,AH,M,,,,,,,
arteriosclerosis,AA,R,T,IH,R,IY,OW,S,K,L,ER,OW,S,AH,S,,,
arthritis,AA,R,TH,R,AY,T,AH,S,,,,,,,,,,
arthropod,AA,R,TH,R,AH,P,AA,D,,,,,,,,,,
artichoke,AA,R,T,IH,CH,OW,K,,,,,,,,,,,
article,AA,R,T,AH,K,AH,L,,,,,,,,,,,
articulation,AA,R,T,IH,K,Y,AH,L,EY,SH,AH,N,,,,,,
artifact,AA,R,T,AH,F,AE,K,T,,,,,,,,,,
artifices,AA,R,T,AH,F,AH,S,IH,Z,,,,,,,,,
artificiality,AA,R,T,AH,F,IH,SH,IY,AE,L,AH,T,IY,,,,,
artillery,AA,R,T,IH,L,ER,IY,,,,,,,,,,,
artilleryman,AA,R,T,IH,L,AH,R,IY,M,AE,N,,,,,,,
artillerymen,AA,R,T,IH,L,AH,R,IY,M,EH,N,,,,,,,
artisan,AA,R,T,AH,Z,AH,N,,,,,,,,,,,
artist,AA,R,T,AH,S,T,,,,,,,,,,,,
artistry,AA,R,T,IH,S,T,R,IY,,,,,,,,,,
artwork,AA,R,T,W,ER,K,,,,,,,,,,,,
arugula,AE,R,UW,G,Y,UW,L,AH,,,,,,,,,,
asbestos,AE,S,B,EH,S,T,AH,S,,,,,,,,,,
ascendancy,AH,S,EH,N,D,AH,N,S,IY,,,,,,,,,
ascension,AH,S,EH,N,SH,AH,N,,,,,,,,,,,
ascent,AH,S,EH,N,T,,,,,,,,,,,,,
ashcan,AE,SH,K,AE,N,,,,,,,,,,,,,
